source_build,target_build,opcode,direction,field_key,check,edge_value,home_value,severity
2527,2493,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.871,home_other=0.00,high
2527,2493,0x0058,IN,NpcControl #/SequenceId:Int16,dist_diverge,tvd=0.695,home_other=0.00,high
12,2495,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2495,0x0020,OUT,DirectionCoordF/X:Single,dist_diverge,tvd=0.544,home_other=0.29,medium
12,2495,0x0020,OUT,DirectionCoordF/Y:Single,dist_diverge,tvd=0.588,home_other=0.31,medium
12,2495,0x0020,OUT,PositionCoordF/X:Single,dist_diverge,tvd=0.516,home_other=0.93,medium
12,2495,0x0020,OUT,PositionCoordF/Y:Single,dist_diverge,tvd=0.503,home_other=0.93,medium
12,2495,0x0020,OUT,PositionCoordF/Z:Single,dist_diverge,tvd=0.863,home_other=0.07,high
2512,2495,0x0020,OUT,DirectionCoordF/X:Single,dist_diverge,tvd=0.600,home_other=0.44,medium
2512,2495,0x0020,OUT,DirectionCoordF/Y:Single,dist_diverge,tvd=0.630,home_other=0.46,high
2512,2495,0x0020,OUT,PositionCoordF/X:Single,dist_diverge,tvd=0.516,home_other=0.90,medium
2512,2495,0x0020,OUT,PositionCoordF/Y:Single,dist_diverge,tvd=0.503,home_other=0.90,medium
2512,2495,0x0020,OUT,PositionCoordF/Z:Single,dist_diverge,tvd=0.847,home_other=0.16,high
12,2495,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.705,home_other=0.12,high
2507,2495,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.609,home_other=0.09,high
12,2495,0x002D,IN,/ObjectId:Int32,dist_diverge,tvd=0.574,home_other=0.78,medium
2521,2495,0x0058,IN,Coord/z:Int16,dist_diverge,tvd=0.516,home_other=0.32,medium
2527,2495,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2495,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.682,home_other=0.20,high
2527,2495,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.816,home_other=0.18,high
2527,2495,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=0.994,home_other=0.00,high
2527,2495,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.739,home_other=0.00,high
12,2496,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2496,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.811,home_other=0.12,high
2507,2496,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.507,home_other=0.09,medium
2528,2496,0x002E,IN,Stat #/StatMax:Int32,dist_diverge,tvd=0.667,home_other=0.00,high
2528,2496,0x002E,IN,Stat #/StatTotal:Int32,dist_diverge,tvd=0.662,home_other=0.00,high
2521,2496,0x0058,IN,/ObjectID:Int32,dist_diverge,tvd=0.666,home_other=0.56,high
2521,2496,0x0058,IN,Coord/z:Int16,dist_diverge,tvd=0.543,home_other=0.32,medium
2527,2496,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2496,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.737,home_other=0.20,high
2527,2496,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.792,home_other=0.18,high
2527,2496,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=0.889,home_other=0.00,high
2527,2496,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.648,home_other=0.00,high
12,2500,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.672,home_other=0.12,high
2507,2500,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.686,home_other=0.09,high
12,2502,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2502,0x0020,OUT,/SkillUseUid:Int64,dist_diverge,tvd=0.853,home_other=0.95,high
12,2502,0x0020,OUT,DirectionCoordF/X:Single,dist_diverge,tvd=0.535,home_other=0.29,medium
12,2502,0x0020,OUT,DirectionCoordF/Y:Single,dist_diverge,tvd=0.628,home_other=0.31,high
12,2502,0x0020,OUT,PositionCoordF/X:Single,dist_diverge,tvd=0.656,home_other=0.93,high
12,2502,0x0020,OUT,PositionCoordF/Y:Single,dist_diverge,tvd=0.561,home_other=0.93,medium
12,2502,0x0020,OUT,PositionCoordF/Z:Single,dist_diverge,tvd=0.846,home_other=0.07,high
2512,2502,0x0020,OUT,/SkillUseUid:Int64,dist_diverge,tvd=0.853,home_other=0.94,high
2512,2502,0x0020,OUT,DirectionCoordF/X:Single,dist_diverge,tvd=0.598,home_other=0.44,medium
2512,2502,0x0020,OUT,DirectionCoordF/Y:Single,dist_diverge,tvd=0.704,home_other=0.46,high
2512,2502,0x0020,OUT,Npc #/NpcObjectId:Int32,dist_diverge,tvd=0.567,home_other=0.29,medium
2512,2502,0x0020,OUT,PositionCoordF/X:Single,dist_diverge,tvd=0.656,home_other=0.90,high
2512,2502,0x0020,OUT,PositionCoordF/Y:Single,dist_diverge,tvd=0.561,home_other=0.90,medium
2512,2502,0x0020,OUT,PositionCoordF/Z:Single,dist_diverge,tvd=0.953,home_other=0.16,high
12,2502,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.705,home_other=0.12,high
2529,2502,0x0075,IN,/SkillId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2529,2502,0x0075,IN,/SkillUseUid:Int64,dist_diverge,tvd=0.997,home_other=0.53,high
2529,2502,0x0075,IN,/coord x:Int16,dist_diverge,tvd=1.000,home_other=0.12,high
2529,2502,0x0075,IN,/coord y:Int16,dist_diverge,tvd=1.000,home_other=0.04,high
2529,2502,0x0075,IN,/coord z:Int16,dist_diverge,tvd=1.000,home_other=0.00,high
12,2503,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2503,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.739,home_other=0.12,high
12,2504,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2504,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.731,home_other=0.12,high
2512,2504,0x003C,IN,/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.24,high
2512,2504,0x003C,IN,/SkillId:Int32,dist_diverge,tvd=1.000,home_other=0.15,high
2512,2504,0x003C,IN,/SkillLevel:Int16,dist_diverge,tvd=0.521,home_other=0.00,medium
2512,2504,0x003C,IN,DirectionCoordF/X:Single,dist_diverge,tvd=0.627,home_other=0.30,high
2512,2504,0x003C,IN,DirectionCoordF/Y:Single,dist_diverge,tvd=0.762,home_other=0.32,high
2512,2504,0x003C,IN,PositionCoordS/Z:Int16,dist_diverge,tvd=0.961,home_other=0.15,high
2512,2504,0x003C,IN,RotationCoordF/Z:Single,dist_diverge,tvd=0.865,home_other=0.80,high
12,2506,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2506,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.875,home_other=0.12,high
2502,2506,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.722,home_other=0.09,high
2528,2506,0x002E,IN,Stat #/StatMax:Int32,dist_diverge,tvd=0.651,home_other=0.00,high
2528,2506,0x002E,IN,Stat #/StatTotal:Int32,dist_diverge,tvd=0.650,home_other=0.00,high
2521,2506,0x0058,IN,/ObjectID:Int32,dist_diverge,tvd=0.861,home_other=0.56,high
2521,2506,0x0058,IN,Coord/x:Int16,dist_diverge,tvd=0.574,home_other=0.43,medium
2521,2506,0x0058,IN,Coord/z:Int16,dist_diverge,tvd=0.574,home_other=0.32,medium
2527,2506,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2506,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.669,home_other=0.20,high
2527,2506,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.820,home_other=0.18,high
2527,2506,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2506,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.764,home_other=0.00,high
12,2507,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2507,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.759,home_other=0.12,high
2521,2507,0x0055,IN,/?:Int16,count_neg,-25910,"[0,902]",high
2521,2507,0x0055,IN,/hp base:Int64,dist_diverge,tvd=0.588,home_other=0.00,medium
2521,2507,0x0055,IN,/hp bonus:Int64,dist_diverge,tvd=0.588,home_other=0.00,medium
2521,2507,0x0055,IN,/hp total:Int64,dist_diverge,tvd=0.588,home_other=0.00,medium
2521,2507,0x0055,IN,/id:Int32,dist_diverge,tvd=0.889,home_other=0.00,high
2521,2507,0x0055,IN,coord/y:Single,dist_diverge,tvd=0.532,home_other=0.30,medium
2521,2507,0x0055,IN,coord/z:Single,dist_diverge,tvd=0.574,home_other=0.00,medium
2521,2507,0x0058,IN,Coord/z:Int16,dist_diverge,tvd=0.544,home_other=0.32,medium
2527,2507,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2507,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.713,home_other=0.20,high
2527,2507,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.735,home_other=0.18,high
2527,2507,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=0.852,home_other=0.00,high
2527,2507,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.750,home_other=0.00,high
2527,2507,0x0058,IN,NpcControl #/SequenceId:Int16,dist_diverge,tvd=0.540,home_other=0.00,medium
2527,2507,0x0058,IN,NpcControl #/Short / #:Int16,count_neg,-30464,"[100,100]",high
12,2509,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.693,home_other=0.12,high
2507,2509,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.679,home_other=0.09,high
2527,2509,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2509,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.949,home_other=0.20,high
2527,2509,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.875,home_other=0.18,high
2527,2509,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2509,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.697,home_other=0.00,high
2527,2509,0x0058,IN,NpcControl #/SequenceId:Int16,dist_diverge,tvd=0.655,home_other=0.00,high
12,2511,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2511,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.874,home_other=0.12,high
2502,2511,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.862,home_other=0.09,high
2507,2511,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.528,home_other=0.09,medium
12,2512,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2512,0x0011,IN,/Timezone:Byte,dist_diverge,tvd=1.000,home_other=0.00,high
12,2512,0x0020,OUT,/SkillId:Int32,dist_diverge,tvd=0.891,home_other=0.04,high
12,2512,0x0020,OUT,/Unknown:Int32,count_huge,1117658858,"[0,4]",high
12,2512,0x0020,OUT,/UserObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.15,high
12,2512,0x0020,OUT,/flag:Boolean,dist_diverge,tvd=0.998,home_other=0.00,high
12,2512,0x0020,OUT,ImpactPositionCoordF/Z:Single,dist_diverge,tvd=0.635,home_other=0.04,high
12,2512,0x0020,OUT,Npc #/UserObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.33,high
12,2512,0x0020,OUT,PositionCoordF/Z:Single,dist_diverge,tvd=0.528,home_other=0.07,medium
12,2512,0x0020,OUT,RotationCoordF/Z:Single,dist_diverge,tvd=0.541,home_other=0.34,medium
12,2512,0x0021,OUT,/ItemUid:Int64,dist_diverge,tvd=0.960,home_other=0.00,high
12,2512,0x0021,OUT,/SkillId:Int32,dist_diverge,tvd=0.960,home_other=0.00,high
12,2512,0x0022,OUT,/ObjectId?:Int32,dist_diverge,tvd=1.000,home_other=0.68,high
2502,2512,0x0023,IN,/item id:Int32,dist_diverge,tvd=0.855,home_other=0.64,high
2502,2512,0x0023,IN,/item uid:Int64,dist_diverge,tvd=0.991,home_other=0.73,high
2502,2512,0x0023,IN,/unk:Int32,dist_diverge,tvd=0.688,home_other=0.54,high
12,2512,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.999,home_other=0.12,high
2502,2512,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.734,home_other=0.09,high
2507,2512,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.674,home_other=0.09,high
12,2512,0x0026,OUT,/SkillId:Int32,dist_diverge,tvd=0.931,home_other=0.00,high
12,2512,0x0026,OUT,/SkillLevel:Int16,dist_diverge,tvd=0.779,home_other=0.00,high
12,2512,0x0026,OUT,EntityRelatedCoordF/Z:Single,dist_diverge,tvd=0.636,home_other=0.00,high
2507,2512,0x0048,IN,/id:Int32,dist_diverge,tvd=0.510,home_other=0.23,medium
2507,2512,0x0048,IN,/target map id:Int32,dist_diverge,tvd=0.652,home_other=0.05,high
2507,2512,0x0048,IN,coords/x:Single,dist_diverge,tvd=0.543,home_other=0.19,medium
2507,2512,0x0048,IN,coords/y:Single,dist_diverge,tvd=0.514,home_other=0.20,medium
2507,2512,0x0048,IN,coords/z:Single,dist_diverge,tvd=0.543,home_other=0.00,medium
2521,2512,0x0055,IN,/?:Int16,count_neg,-7215,"[0,902]",high
2521,2512,0x0055,IN,/hp base:Int64,dist_diverge,tvd=0.756,home_other=0.00,high
2521,2512,0x0055,IN,/hp bonus:Int64,dist_diverge,tvd=0.756,home_other=0.00,high
2521,2512,0x0055,IN,/hp total:Int64,dist_diverge,tvd=0.756,home_other=0.00,high
2521,2512,0x0055,IN,/id:Int32,dist_diverge,tvd=0.999,home_other=0.00,high
2521,2512,0x0055,IN,coord/x:Single,dist_diverge,tvd=0.508,home_other=0.44,medium
2521,2512,0x0055,IN,coord/y:Single,dist_diverge,tvd=0.661,home_other=0.30,high
2521,2512,0x0055,IN,coord/z:Single,dist_diverge,tvd=0.640,home_other=0.00,high
2506,2512,0x005E,IN,/counter:Int64,dist_diverge,tvd=0.576,home_other=0.17,medium
2486,2512,0x006A,IN,Cube #/CubeItemInfo/ItemId:Int32,dist_diverge,tvd=0.994,home_other=0.82,high
2486,2512,0x006A,IN,Cube #/IsTaken:Byte,dist_diverge,tvd=0.824,home_other=0.00,high
2502,2512,0x006A,IN,/item_id:Int32,dist_diverge,tvd=0.636,home_other=0.21,high
2503,2512,0x006A,IN,/item_id:Int32,dist_diverge,tvd=0.601,home_other=0.19,high
2529,2512,0x0075,IN,/SkillId:Int32,dist_diverge,tvd=0.997,home_other=0.00,high
2529,2512,0x0075,IN,/SkillLevel:Int16,dist_diverge,tvd=0.549,home_other=0.00,medium
2529,2512,0x0075,IN,/SkillUseUid:Int64,dist_diverge,tvd=0.596,home_other=0.53,medium
2529,2512,0x0075,IN,/coord x:Int16,dist_diverge,tvd=0.875,home_other=0.12,high
2529,2512,0x0075,IN,/coord y:Int16,dist_diverge,tvd=0.955,home_other=0.04,high
2529,2512,0x0075,IN,/coord z:Int16,dist_diverge,tvd=0.999,home_other=0.00,high
12,2513,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2513,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.788,home_other=0.12,high
2502,2513,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.713,home_other=0.09,high
2507,2513,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.560,home_other=0.09,medium
12,2516,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2516,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.700,home_other=0.12,high
2507,2516,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.540,home_other=0.09,medium
2528,2516,0x002E,IN,Stat #/StatMax:Int32,dist_diverge,tvd=0.707,home_other=0.00,high
2528,2516,0x002E,IN,Stat #/StatTotal:Int32,dist_diverge,tvd=0.703,home_other=0.00,high
2521,2516,0x0055,IN,/hp base:Int64,dist_diverge,tvd=0.769,home_other=0.00,high
2521,2516,0x0055,IN,/hp bonus:Int64,dist_diverge,tvd=0.769,home_other=0.00,high
2521,2516,0x0055,IN,/hp total:Int64,dist_diverge,tvd=0.769,home_other=0.00,high
2521,2516,0x0055,IN,/id:Int32,dist_diverge,tvd=0.897,home_other=0.00,high
2521,2516,0x0055,IN,coord/x:Single,dist_diverge,tvd=0.512,home_other=0.44,medium
2521,2516,0x0055,IN,coord/y:Single,dist_diverge,tvd=0.641,home_other=0.30,high
2521,2516,0x0055,IN,coord/z:Single,dist_diverge,tvd=0.669,home_other=0.00,high
2527,2516,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2516,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.779,home_other=0.20,high
2527,2516,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.807,home_other=0.18,high
2527,2516,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2516,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.854,home_other=0.00,high
12,2517,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.694,home_other=0.12,high
2507,2517,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.679,home_other=0.09,high
12,2518,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.991,home_other=0.12,high
2502,2518,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.733,home_other=0.09,high
2507,2518,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.664,home_other=0.09,high
2521,2518,0x0058,IN,Coord/z:Int16,dist_diverge,tvd=0.654,home_other=0.32,high
2527,2518,0x0058,IN,NpcControl #/ObjectId:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
2527,2518,0x0058,IN,NpcControl #/PositionCoordS/X:Int16,dist_diverge,tvd=0.796,home_other=0.20,high
2527,2518,0x0058,IN,NpcControl #/PositionCoordS/Y:Int16,dist_diverge,tvd=0.821,home_other=0.18,high
2527,2518,0x0058,IN,NpcControl #/PositionCoordS/Z:Int16,dist_diverge,tvd=0.688,home_other=0.00,high
2527,2518,0x0058,IN,NpcControl #/Rotation / #:Int16,dist_diverge,tvd=0.834,home_other=0.00,high
12,2520,0x0011,IN,/TimeOffset:Int32,dist_diverge,tvd=1.000,home_other=0.00,high
12,2520,0x0024,IN,/ItemId:Int32,dist_diverge,tvd=0.770,home_other=0.12,high
2507,2520,0x0024,IN,/item id:Int32,dist_diverge,tvd=0.516,home_other=0.09,medium
2528,2520,0x002E,IN,Stat #/StatMax:Int32,dist_diverge,tvd=0.650,home_other=0.00,high
2528,2520,0x002E,IN,Stat #/StatTotal:Int32,dist_diverge,tvd=0.646,home_other=0.00,high
2521,2520,0x0058,IN,/Look direction:Int16,dist_diverge,tvd=0.821,home_other=0.50,high
2521,2520,0x0058,IN,/ObjectID:Int32,dist_diverge,tvd=0.762,home_other=0.56,high
2521,2520,0x0058,IN,Coord/x:Int16,dist_diverge,tvd=0.793,home_other=0.43,high
2521,2520,0x0058,IN,Coord/y:Int16,dist_diverge,tvd=0.738,home_other=0.59,high
